row_id,section,page_slug,provider_or_product,source_url,metric_key,metric_label,metric_value_text,value_numeric,value_min,value_max,unit,tier,source_type,verification_date,is_headline,confidence,figure_status,notes
eversure-breakdown-insurance-review__claims_ceiling,Breakdown Insurance,eversure-breakdown-insurance-review,Eversure Breakdown Cover Review,https://compare100.com/eversure-breakdown-insurance-review/,,Claims ceiling,"£15,000 per policy period",15000,,,GBP,,own_review,2026-08-29,false,high,current,
eversure-breakdown-insurance-review__waiting_period,Breakdown Insurance,eversure-breakdown-insurance-review,Eversure Breakdown Cover Review,https://compare100.com/eversure-breakdown-insurance-review/,waiting_period,Waiting period,48 hours from purchase,,,,,,own_review,2026-08-29,false,high,current,
eversure-breakdown-insurance-review__operator,Breakdown Insurance,eversure-breakdown-insurance-review,Eversure Breakdown Cover Review,https://compare100.com/eversure-breakdown-insurance-review/,operator,Sold by,"Eversure Limited, FRN 501311",,,,,,own_review,2026-08-29,false,high,current,
eversure-breakdown-insurance-review__underwriter,Breakdown Insurance,eversure-breakdown-insurance-review,Eversure Breakdown Cover Review,https://compare100.com/eversure-breakdown-insurance-review/,underwriter,Underwritten by,"Collinson Insurance (Astrenska Insurance Limited), FRN 202846",,,,,,own_review,2026-08-29,false,high,current,
hastings-direct-car-insurance-review__broker,Car Insurance Deals,hastings-direct-car-insurance-review,Hastings Direct Car Insurance Review,https://compare100.com/hastings-direct-car-insurance-review/,,Broker,"Hastings Insurance Services Limited, FCA firm reference 311492",,,,,,own_review,2026-08-22,false,high,current,
hastings-direct-car-insurance-review__underwriter,Car Insurance Deals,hastings-direct-car-insurance-review,Hastings Direct Car Insurance Review,https://compare100.com/hastings-direct-car-insurance-review/,underwriter,Underwriter,"Advantage Insurance Company Limited, registered in Gibraltar no. 85900",,,,,,own_review,2026-08-22,false,high,current,
hastings-direct-car-insurance-review__policy_excess,Car Insurance Deals,hastings-direct-car-insurance-review,Hastings Direct Car Insurance Review,https://compare100.com/hastings-direct-car-insurance-review/,policy_excess,Compulsory excess,"£45 on fire, theft and accidental damage (Which?, January 2026)",45,,,GBP,,third_party_rating,2026-08-22,false,high,current,Policy/standard excess (not medical-only)
hastings-direct-car-insurance-review__policy_excess__dup2,Car Insurance Deals,hastings-direct-car-insurance-review,Hastings Direct Car Insurance Review,https://compare100.com/hastings-direct-car-insurance-review/,policy_excess,Windscreen replacement excess,£135,135,,,GBP,,own_review,2026-08-22,false,high,current,Policy/standard excess (not medical-only)
hastings-direct-car-insurance-review__medical_expenses,Car Insurance Deals,hastings-direct-car-insurance-review,Hastings Direct Car Insurance Review,https://compare100.com/hastings-direct-car-insurance-review/,,Medical expenses,£500,500,,,GBP,,own_review,2026-08-22,false,high,current,
hastings-direct-car-insurance-review__defaqto_rating,Car Insurance Deals,hastings-direct-car-insurance-review,Hastings Direct Car Insurance Review,https://compare100.com/hastings-direct-car-insurance-review/,defaqto_rating,Defaqto,5 Star on the Direct and Premier policies,5,,,stars,,third_party_rating,2026-08-22,false,high,current,
hastings-direct-car-insurance-review__live_policies,Car Insurance Deals,hastings-direct-car-insurance-review,Hastings Direct Car Insurance Review,https://compare100.com/hastings-direct-car-insurance-review/,,Live policies,4.8 million at 30 June 2026,,,,,,own_review,2026-08-22,false,high,current,
hastings-direct-car-insurance-review__cooling_off_days,Car Insurance Deals,hastings-direct-car-insurance-review,Hastings Direct Car Insurance Review,https://compare100.com/hastings-direct-car-insurance-review/,cooling_off_days,Cooling-off period,14 days,,,,,,own_review,2026-08-22,false,high,current,
hastings-direct-car-insurance-review__trading_since,Car Insurance Deals,hastings-direct-car-insurance-review,Hastings Direct Car Insurance Review,https://compare100.com/hastings-direct-car-insurance-review/,trading_since,Founded,"1996, Bexhill-on-Sea",,,,,,own_review,2026-08-22,false,high,current,
haven-knox-johnston-boat-insurance-review__personal_liability,Boat Insurance,haven-knox-johnston-boat-insurance-review,Haven Knox-Johnston Boat Insurance,https://compare100.com/haven-knox-johnston-boat-insurance-review/,personal_liability,Third-party liability,£5 million as standard,5,,,GBP,,own_review,2026-08-23,false,high,current,
haven-knox-johnston-boat-insurance-review__trading_name_of,Boat Insurance,haven-knox-johnston-boat-insurance-review,Haven Knox-Johnston Boat Insurance,https://compare100.com/haven-knox-johnston-boat-insurance-review/,,Trading name of,Howden UK Brokers Limited (company no. 02831010),,,,,,own_review,2026-08-23,false,high,current,
haven-knox-johnston-boat-insurance-review__fca_firm_reference,Boat Insurance,haven-knox-johnston-boat-insurance-review,Haven Knox-Johnston Boat Insurance,https://compare100.com/haven-knox-johnston-boat-insurance-review/,fca_firm_reference,FCA firm reference,"307663, verifiable on the FCA Register",,,,identifier,,own_review,2026-08-23,false,high,current,
haven-knox-johnston-boat-insurance-review__registered_office,Boat Insurance,haven-knox-johnston-boat-insurance-review,Haven Knox-Johnston Boat Insurance,https://compare100.com/haven-knox-johnston-boat-insurance-review/,registered_office,Registered office,"One Creechurch Place, London EC3A 5AF",,,,,,own_review,2026-08-23,false,high,current,
haven-knox-johnston-boat-insurance-review__marine_office,Boat Insurance,haven-knox-johnston-boat-insurance-review,Haven Knox-Johnston Boat Insurance,https://compare100.com/haven-knox-johnston-boat-insurance-review/,,Marine office,"Malling House, Town Hill, West Malling, Kent ME19 6QL",,,,,,own_review,2026-08-23,false,high,current,
haven-knox-johnston-boat-insurance-review__underwriter,Boat Insurance,haven-knox-johnston-boat-insurance-review,Haven Knox-Johnston Boat Insurance,https://compare100.com/haven-knox-johnston-boat-insurance-review/,underwriter,Underwriter,"MS Amlin Marine, three-year deal announced 5 January 2024",,,,,,own_review,2026-08-23,false,high,current,
haven-knox-johnston-boat-insurance-review__european_waters_included,Boat Insurance,haven-knox-johnston-boat-insurance-review,Haven Knox-Johnston Boat Insurance,https://compare100.com/haven-knox-johnston-boat-insurance-review/,,European waters included,30 days a year on the All Weather policy,,,,,,own_review,2026-08-23,false,high,current,
haven-knox-johnston-boat-insurance-review__no_claims_discount,Boat Insurance,haven-knox-johnston-boat-insurance-review,Haven Knox-Johnston Boat Insurance,https://compare100.com/haven-knox-johnston-boat-insurance-review/,no_claims_discount,No-claims discount,"5% a year, reaching 25% after five claim-free years",5,,,percent,,own_review,2026-08-23,false,high,current,
haven-knox-johnston-boat-insurance-review__policy_excess,Boat Insurance,haven-knox-johnston-boat-insurance-review,Haven Knox-Johnston Boat Insurance,https://compare100.com/haven-knox-johnston-boat-insurance-review/,policy_excess,Excess reduction,Up to 50% on a clean claims record,50,,,percent,,own_review,2026-08-23,false,medium,current,Policy/standard excess (not medical-only)
haven-knox-johnston-boat-insurance-review__tender_and_outboard,Boat Insurance,haven-knox-johnston-boat-insurance-review,Haven Knox-Johnston Boat Insurance,https://compare100.com/haven-knox-johnston-boat-insurance-review/,,Tender and outboard,Free to £350 combined value,,,,,,own_review,2026-08-23,false,high,current,
haven-knox-johnston-boat-insurance-review__race_entry_fees,Boat Insurance,haven-knox-johnston-boat-insurance-review,Haven Knox-Johnston Boat Insurance,https://compare100.com/haven-knox-johnston-boat-insurance-review/,,Race entry fees,"Up to £1,000 where racing cover is agreed",,,,,,own_review,2026-08-23,false,medium,current,
haven-knox-johnston-boat-insurance-review__customer_rating,Boat Insurance,haven-knox-johnston-boat-insurance-review,Haven Knox-Johnston Boat Insurance,https://compare100.com/haven-knox-johnston-boat-insurance-review/,,Customer rating,"Feefo 4.8 out of 5 from 11,625 reviews in the past year",,,,,,own_review,2026-08-23,false,high,current,
haven-knox-johnston-boat-insurance-review__contact_phone,Boat Insurance,haven-knox-johnston-boat-insurance-review,Haven Knox-Johnston Boat Insurance,https://compare100.com/haven-knox-johnston-boat-insurance-review/,contact_phone,Sales line,01732 223650,,,,,,own_review,2026-08-23,false,high,current,
hiscox-tradesman-insurance-review__underwriter,Tradesman Insurance,hiscox-tradesman-insurance-review,Hiscox Tradesman Insurance,https://compare100.com/hiscox-tradesman-insurance-review/,underwriter,Underwriter,"Hiscox Insurance Company Limited, company number 70234",,,,,,own_review,2026-08-25,false,high,current,
hiscox-tradesman-insurance-review__fca_firm_reference,Tradesman Insurance,hiscox-tradesman-insurance-review,Hiscox Tradesman Insurance,https://compare100.com/hiscox-tradesman-insurance-review/,fca_firm_reference,FCA firm reference,113849 (verifiable on the FCA Register),,,,identifier,,own_review,2026-08-25,false,high,current,
hiscox-tradesman-insurance-review__personal_liability,Tradesman Insurance,hiscox-tradesman-insurance-review,Hiscox Tradesman Insurance,https://compare100.com/hiscox-tradesman-insurance-review/,personal_liability,Public liability from,£5.20 a month,5.2,,,GBP_per_month,,own_review,2026-08-25,false,high,current,
hiscox-tradesman-insurance-review__maximum_liability_limit,Tradesman Insurance,hiscox-tradesman-insurance-review,Hiscox Tradesman Insurance,https://compare100.com/hiscox-tradesman-insurance-review/,,Maximum liability limit,£10 million,10,,,GBP,,own_review,2026-08-25,false,high,current,
hiscox-tradesman-insurance-review__tool_cover_from,Tradesman Insurance,hiscox-tradesman-insurance-review,Hiscox Tradesman Insurance,https://compare100.com/hiscox-tradesman-insurance-review/,,Tool cover from,£7.20 a month,7.2,,,GBP_per_month,,own_review,2026-08-25,false,high,current,
hiscox-tradesman-insurance-review__uk_businesses_insured,Tradesman Insurance,hiscox-tradesman-insurance-review,Hiscox Tradesman Insurance,https://compare100.com/hiscox-tradesman-insurance-review/,,UK businesses insured,"460,000 (Hiscox figure)",,,,,,own_review,2026-08-25,false,high,current,
hiscox-tradesman-insurance-review__complaint_window,Tradesman Insurance,hiscox-tradesman-insurance-review,Hiscox Tradesman Insurance,https://compare100.com/hiscox-tradesman-insurance-review/,complaint_window,"Complaints upheld, H1 2026",57% of 541 closed,57,,,percent,,own_review,2026-08-25,false,high,current,
hiscox-tradesman-insurance-review__cancellation,Tradesman Insurance,hiscox-tradesman-insurance-review,Hiscox Tradesman Insurance,https://compare100.com/hiscox-tradesman-insurance-review/,cancellation,Cancellation,"30 days' written notice, pro rata refund, no fee",,,,,,own_review,2026-08-25,false,high,current,
home-emergency-assist-plumbing-insurance__home_emergency,Plumbing Insurance,home-emergency-assist-plumbing-insurance,Home Emergency Assist Review,https://compare100.com/home-emergency-assist-plumbing-insurance/,home_emergency,"Home emergency cover, monthly price","£9.78 a month for Complete cover — £1,000 a claim, £3,000 a year, excess £0, £60 or £95",9.78,,,GBP_per_month,,own_review,2026-09-19,true,high,current,
home-emergency-assist-plumbing-insurance__operator,Plumbing Insurance,home-emergency-assist-plumbing-insurance,Home Emergency Assist Review,https://compare100.com/home-emergency-assist-plumbing-insurance/,operator,Sold by,"Home Emergency Assist Limited, company 08279496, Poole — an appointed representative of Insure Group Limited (FRN 584710)",,,,,,own_review,2026-09-19,false,high,current,
home-emergency-assist-plumbing-insurance__underwriter,Plumbing Insurance,home-emergency-assist-plumbing-insurance,Home Emergency Assist Review,https://compare100.com/home-emergency-assist-plumbing-insurance/,underwriter,Underwritten by,"Astrenska Insurance Limited, trading as Collinson Insurance (FRN 202846), through Novus Underwriting",,,,,,own_review,2026-09-19,false,high,current,
home-emergency-assist-plumbing-insurance__essentials_claim_limits,Plumbing Insurance,home-emergency-assist-plumbing-insurance,Home Emergency Assist Review,https://compare100.com/home-emergency-assist-plumbing-insurance/,,Essentials claim limits,"£1,000 a claim, £3,000 a year",1000,,,GBP,,own_review,2026-09-19,false,high,current,
home-emergency-assist-plumbing-insurance__supercharged_claim_limits,Plumbing Insurance,home-emergency-assist-plumbing-insurance,Home Emergency Assist Review,https://compare100.com/home-emergency-assist-plumbing-insurance/,,Supercharged claim limits,"£5,000 a claim, no annual cap, £12.23 a month",5000,,,GBP_per_month,,own_review,2026-09-19,false,high,current,
home-emergency-assist-plumbing-insurance__policy_excess,Plumbing Insurance,home-emergency-assist-plumbing-insurance,Home Emergency Assist Review,https://compare100.com/home-emergency-assist-plumbing-insurance/,policy_excess,Excess,"£0, £60 or £95 by choice, plus a compulsory £60 in the first 90 days and on boilers over 10 years",0,,,GBP,,own_review,2026-09-19,false,high,current,Policy/standard excess (not medical-only)
home-emergency-assist-plumbing-insurance__fees_outside_the_premium,Plumbing Insurance,home-emergency-assist-plumbing-insurance,Home Emergency Assist Review,https://compare100.com/home-emergency-assist-plumbing-insurance/,,Fees outside the premium,"£35 arrangement fee, and £35 again to cancel after the 14-day cooling-off period",,,,,,own_review,2026-09-19,false,high,current,
home-emergency-assist-plumbing-insurance__waiting_period,Plumbing Insurance,home-emergency-assist-plumbing-insurance,Home Emergency Assist Review,https://compare100.com/home-emergency-assist-plumbing-insurance/,waiting_period,Waiting periods,"14 days on most sections, 6 months on the boiler replacement contribution",,,,,,own_review,2026-09-19,false,high,current,
home-emergency-assist-plumbing-insurance__age_limit,Plumbing Insurance,home-emergency-assist-plumbing-insurance,Home Emergency Assist Review,https://compare100.com/home-emergency-assist-plumbing-insurance/,age_limit,Boiler age limit,"15 years, or 238,000 Btu (70kW) net input",,,,,,own_review,2026-09-19,false,high,current,
home-emergency-assist-plumbing-insurance__contact_phone,Plumbing Insurance,home-emergency-assist-plumbing-insurance,Home Emergency Assist Review,https://compare100.com/home-emergency-assist-plumbing-insurance/,contact_phone,Claims line,"03330 034 999, 24 hours a day, 365 days a year — report within 48 hours",,,,,,own_review,2026-09-19,false,high,current,
homeserve-plumbing-insurance__plumbing_and_drainage_cover_monthly_price,Plumbing Insurance,homeserve-plumbing-insurance,HomeServe Plumbing and Drainage Insurance,https://compare100.com/homeserve-plumbing-insurance/,,"Plumbing and drainage cover, monthly price","50p a month in year one, then £16.45 a month — £30 excess per claim",16.45,,,GBP_per_month,,own_review,2026-09-14,true,high,current,
homeserve-plumbing-insurance__sold_and_administered_by,Plumbing Insurance,homeserve-plumbing-insurance,HomeServe Plumbing and Drainage Insurance,https://compare100.com/homeserve-plumbing-insurance/,,Sold and administered by,"HomeServe Membership Limited, FRN 312518, company 02770612",,,,,,own_review,2026-09-14,false,high,current,
homeserve-plumbing-insurance__underwriter,Plumbing Insurance,homeserve-plumbing-insurance,HomeServe Plumbing and Drainage Insurance,https://compare100.com/homeserve-plumbing-insurance/,underwriter,Underwritten by,"Aviva Insurance Limited, registered in Scotland, company 2116",,,,,,own_review,2026-09-14,false,high,current,
homeserve-plumbing-insurance__year_one_price,Plumbing Insurance,homeserve-plumbing-insurance,HomeServe Plumbing and Drainage Insurance,https://compare100.com/homeserve-plumbing-insurance/,,Year one price,"50p a month, £6 for the year (offer ends 15 September 2026)",6,,,GBP_per_month,,own_review,2026-09-14,false,high,current,
homeserve-plumbing-insurance__year_two_price,Plumbing Insurance,homeserve-plumbing-insurance,HomeServe Plumbing and Drainage Insurance,https://compare100.com/homeserve-plumbing-insurance/,,Year two price,"£16.45 a month, £197.40 a year, for a customer who has not claimed",16.45,,,GBP_per_month,,own_review,2026-09-14,false,high,current,
homeserve-plumbing-insurance__claim_limit,Plumbing Insurance,homeserve-plumbing-insurance,HomeServe Plumbing and Drainage Insurance,https://compare100.com/homeserve-plumbing-insurance/,,Claim limit,"£4,000 per claim, unlimited number of claims",,,,,,own_review,2026-09-14,false,medium,current,
homeserve-plumbing-insurance__policy_excess,Plumbing Insurance,homeserve-plumbing-insurance,HomeServe Plumbing and Drainage Insurance,https://compare100.com/homeserve-plumbing-insurance/,policy_excess,Excess,£30 for each separate problem registered,30,,,GBP,,own_review,2026-09-14,false,high,current,Policy/standard excess (not medical-only)
homeserve-plumbing-insurance__exclusion_period,Plumbing Insurance,homeserve-plumbing-insurance,HomeServe Plumbing and Drainage Insurance,https://compare100.com/homeserve-plumbing-insurance/,,Exclusion period,28 days from the start of the policy,,,,,,own_review,2026-09-14,false,high,current,
homeserve-plumbing-insurance__complaint_window,Plumbing Insurance,homeserve-plumbing-insurance,HomeServe Plumbing and Drainage Insurance,https://compare100.com/homeserve-plumbing-insurance/,complaint_window,"Complaints, first half of 2026","2,264 opened, 3.05 per 1,000 policies, 22% upheld",22,,,percent,,own_review,2026-09-14,false,high,current,
homeserve-plumbing-insurance__complaint_window__dup2,Plumbing Insurance,homeserve-plumbing-insurance,HomeServe Plumbing and Drainage Insurance,https://compare100.com/homeserve-plumbing-insurance/,complaint_window,Complaints line,"0330 0247 999, eight weeks before the Ombudsman",,,,,,own_review,2026-09-14,false,high,current,
homeserve-plumbing-insurance__registered_office,Plumbing Insurance,homeserve-plumbing-insurance,HomeServe Plumbing and Drainage Insurance,https://compare100.com/homeserve-plumbing-insurance/,registered_office,Registered office,"Cable Drive, Walsall WS2 7BN, incorporated 3 December 1992",,,,,,own_review,2026-09-14,false,high,current,
insurance2go-phone-insurance__owner,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,owner,Brand owner,"Loyal Insurance Services Ltd (company 05350177), FRN 430316",,,,,,own_review,2026-09-01,false,high,current,
insurance2go-phone-insurance__administrator_and_claims_handler,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,,Administrator and claims handler,"Citymain Administrators Ltd (company 03979666), FRN 306535",,,,,,own_review,2026-09-01,false,high,current,
insurance2go-phone-insurance__underwriter,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,underwriter,Insurer on the current gadget wording,"Collinson Insurance, a trading name of Astrenska Insurance Limited, FRN 202846",,,,,,own_review,2026-09-01,false,high,current,
insurance2go-phone-insurance__price_from,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,price_from,Cheapest phone premium,"£1.99 a month on Essential, £3.49 on Full",1.99,,,GBP_per_month,,own_review,2026-09-01,false,high,current,
insurance2go-phone-insurance__policy_excess,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,policy_excess,Typical excess,£50 to £150 by handset; the company quotes a range from about £25,,50,150,GBP,,own_review,2026-09-01,false,high,current,Policy/standard excess (not medical-only)
insurance2go-phone-insurance__policy_excess__dup2,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,policy_excess,Early excess,Extra charge on any claim within 31 days of the policy starting or the device changing,,,,,,own_review,2026-09-01,false,high,current,Policy/standard excess (not medical-only)
insurance2go-phone-insurance__accessories_limit,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,,Accessories limit,£150 per claim,150,,,GBP,,own_review,2026-09-01,false,high,current,
insurance2go-phone-insurance__unauthorised_usage,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,,Unauthorised usage,"£1,000, within 24 hours of discovering the theft or loss",1000,,,GBP,,own_review,2026-09-01,false,high,current,
insurance2go-phone-insurance__e_wallet_protection,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,,E-wallet protection,£100 per claim,100,,,GBP,,own_review,2026-09-01,false,high,current,
insurance2go-phone-insurance__maximum_device_age_at_inception,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,,Maximum device age at inception,"36 months, UK purchase only",,,,,,own_review,2026-09-01,false,high,current,
insurance2go-phone-insurance__cooling_off_days,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,cooling_off_days,Cooling-off period,14 days with a full refund if no claim has been made,,,,,,own_review,2026-09-01,false,high,current,
insurance2go-phone-insurance__contact_phone,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,contact_phone,Claims line,"0333 999 7905, Monday to Saturday, 9am to 5.30pm",,,,,,own_review,2026-09-01,false,high,current,
insurance2go-phone-insurance__which_score,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,which_score,Independent rating published,"Defaqto 5 Star, dated 1 February 2019",5,,,stars,,third_party_rating,2026-09-01,false,high,current,
insure4boats-boat-insurance-review__operator,Boat Insurance,insure4boats-boat-insurance-review,"Insure4Boats Review: Small Craft, Jet Skis and the Conditions Attached",https://compare100.com/insure4boats-boat-insurance-review/,operator,Operated by,"Ripe Insurance Services Limited, Stockport (company 04507332)",,,,,,own_review,2026-08-30,false,high,current,
insure4boats-boat-insurance-review__fca_firm_reference,Boat Insurance,insure4boats-boat-insurance-review,"Insure4Boats Review: Small Craft, Jet Skis and the Conditions Attached",https://compare100.com/insure4boats-boat-insurance-review/,fca_firm_reference,FCA firm reference,313411 — verifiable on the FCA Register,,,,identifier,,own_review,2026-08-30,false,high,current,
insure4boats-boat-insurance-review__underwriter,Boat Insurance,insure4boats-boat-insurance-review,"Insure4Boats Review: Small Craft, Jet Skis and the Conditions Attached",https://compare100.com/insure4boats-boat-insurance-review/,underwriter,Hull and machinery insurer,Travelers Insurance Company Limited (FRN 202549),,,,,,own_review,2026-08-30,false,high,current,
insure4boats-boat-insurance-review__underwriter__dup2,Boat Insurance,insure4boats-boat-insurance-review,"Insure4Boats Review: Small Craft, Jet Skis and the Conditions Attached",https://compare100.com/insure4boats-boat-insurance-review/,underwriter,Liability-only insurer,Certain Underwriters at Lloyd's,,,,,,own_review,2026-08-30,false,high,current,
insure4boats-boat-insurance-review__personal_liability__dup2,Boat Insurance,insure4boats-boat-insurance-review,"Insure4Boats Review: Small Craft, Jet Skis and the Conditions Attached",https://compare100.com/insure4boats-boat-insurance-review/,personal_liability,Standard third-party liability,"£3,000,000",3000000,,,GBP,,own_review,2026-08-30,false,high,current,
insure4boats-boat-insurance-review__optional_liability_upgrade,Boat Insurance,insure4boats-boat-insurance-review,"Insure4Boats Review: Small Craft, Jet Skis and the Conditions Attached",https://compare100.com/insure4boats-boat-insurance-review/,,Optional liability upgrade,"£5,000,000 for £40 plus IPT — not offered on jet skis",5000000,,,GBP,,own_review,2026-08-30,false,high,current,
insure4boats-boat-insurance-review__small_craft_definition,Boat Insurance,insure4boats-boat-insurance-review,"Insure4Boats Review: Small Craft, Jet Skis and the Conditions Attached",https://compare100.com/insure4boats-boat-insurance-review/,,Small craft definition,27ft and under; anything longer takes the large craft wording,,,,,,own_review,2026-08-30,false,high,current,
insure4boats-boat-insurance-review__no_claims_discount,Boat Insurance,insure4boats-boat-insurance-review,"Insure4Boats Review: Small Craft, Jet Skis and the Conditions Attached",https://compare100.com/insure4boats-boat-insurance-review/,no_claims_discount,No-claims discount,Up to 25% after five claim-free years,25,,,percent,,own_review,2026-08-30,false,medium,current,
insure4boats-boat-insurance-review__mid_term_change_fee,Boat Insurance,insure4boats-boat-insurance-review,"Insure4Boats Review: Small Craft, Jet Skis and the Conditions Attached",https://compare100.com/insure4boats-boat-insurance-review/,,Mid-term change fee,Up to £45,,,,,,own_review,2026-08-30,false,medium,current,
insure4boats-boat-insurance-review__cancellation,Boat Insurance,insure4boats-boat-insurance-review,"Insure4Boats Review: Small Craft, Jet Skis and the Conditions Attached",https://compare100.com/insure4boats-boat-insurance-review/,cancellation,Cancellation fee,"Up to £45, with refunds under £10 not paid",,,,,,own_review,2026-08-30,false,medium,current,
insure4boats-boat-insurance-review__cooling_off_days,Boat Insurance,insure4boats-boat-insurance-review,"Insure4Boats Review: Small Craft, Jet Skis and the Conditions Attached",https://compare100.com/insure4boats-boat-insurance-review/,cooling_off_days,Cooling-off period,"14 days from start, renewal or receipt of documents",,,,,,own_review,2026-08-30,false,high,current,
john-lewis-home-insurance-review__operator,Home Insurance,john-lewis-home-insurance-review,John Lewis Home Insurance Review,https://compare100.com/john-lewis-home-insurance-review/,operator,Sold by,"John Lewis Finance Limited, a regulated broker since March 2026 — FCA firm reference 1018169",,,,,,own_review,2026-08-21,false,high,current,
john-lewis-home-insurance-review__underwriter,Home Insurance,john-lewis-home-insurance-review,John Lewis Home Insurance Review,https://compare100.com/john-lewis-home-insurance-review/,underwriter,Insurer panel,AXA · Covéa Insurance · Prestige Underwriting · Ageas (added 23 June 2026),,,,,,own_review,2026-08-21,false,high,current,
john-lewis-home-insurance-review__defaqto_rating,Home Insurance,john-lewis-home-insurance-review,John Lewis Home Insurance Review,https://compare100.com/john-lewis-home-insurance-review/,defaqto_rating,Defaqto rating,5 stars on Silver and Gold. Bronze does not carry it,5,,,stars,,third_party_rating,2026-08-21,false,high,current,
john-lewis-home-insurance-review__buildings_rebuild_limit,Home Insurance,john-lewis-home-insurance-review,John Lewis Home Insurance Review,https://compare100.com/john-lewis-home-insurance-review/,,Buildings rebuild limit,"Bronze £400,000 · Silver unlimited · Gold unlimited",,,,,,own_review,2026-08-21,false,medium,current,
john-lewis-home-insurance-review__contents_limit,Home Insurance,john-lewis-home-insurance-review,John Lewis Home Insurance Review,https://compare100.com/john-lewis-home-insurance-review/,,Contents limit,"Bronze £50,000 · Silver £100,000 · Gold unlimited",,,,,,own_review,2026-08-21,false,medium,current,
john-lewis-home-insurance-review__alternative_accommodation_buildings,Home Insurance,john-lewis-home-insurance-review,John Lewis Home Insurance Review,https://compare100.com/john-lewis-home-insurance-review/,,Alternative accommodation (buildings),"Bronze £50,000 · Silver £100,000 · Gold unlimited",,,,,,own_review,2026-08-21,false,medium,current,
john-lewis-home-insurance-review__alternative_accommodation_contents,Home Insurance,john-lewis-home-insurance-review,John Lewis Home Insurance Review,https://compare100.com/john-lewis-home-insurance-review/,,Alternative accommodation (contents),"Bronze £10,000 · Silver £15,000 · Gold unlimited",,,,,,own_review,2026-08-21,false,medium,current,
john-lewis-home-insurance-review__freezer_food,Home Insurance,john-lewis-home-insurance-review,John Lewis Home Insurance Review,https://compare100.com/john-lewis-home-insurance-review/,,Freezer food,Bronze £250 · Silver £500 · Gold £750,250,,,GBP,,own_review,2026-08-21,false,high,current,
john-lewis-home-insurance-review__bicycle_cover_optional,Home Insurance,john-lewis-home-insurance-review,John Lewis Home Insurance Review,https://compare100.com/john-lewis-home-insurance-review/,,Bicycle cover (optional),"Up to £15,000 in total, capped at £5,000 per bike",,,,,,own_review,2026-08-21,false,medium,current,
john-lewis-home-insurance-review__student_cover_optional,Home Insurance,john-lewis-home-insurance-review,John Lewis Home Insurance Review,https://compare100.com/john-lewis-home-insurance-review/,,Student cover (optional),"Up to £5,000 per claim, £1,500 any one item",,,,,,own_review,2026-08-21,false,medium,current,
john-lewis-home-insurance-review__legal_expenses,Home Insurance,john-lewis-home-insurance-review,John Lewis Home Insurance Review,https://compare100.com/john-lewis-home-insurance-review/,legal_expenses,Legal expenses (optional),"Up to £100,000, underwritten by ARAG — FCA reference 202106",,,,,,own_review,2026-08-21,false,medium,current,
john-lewis-home-insurance-review__specialist_home_cover,Home Insurance,john-lewis-home-insurance-review,John Lewis Home Insurance Review,https://compare100.com/john-lewis-home-insurance-review/,,Specialist home cover,Underwritten by Covéa Insurance plc — FCA reference 202277,,,,,,own_review,2026-08-21,false,high,current,
legal-general-life-insurance__underwriter,Life Insurance,legal-general-life-insurance,"Legal & General Life Insurance Review: Underwriting, Cover and Claims",https://compare100.com/legal-general-life-insurance/,underwriter,Insurer,"Legal and General Assurance Society Limited, company 166055, firm reference 117659",,,,,,own_review,2026-09-03,false,high,current,
legal-general-life-insurance__trading_since,Life Insurance,legal-general-life-insurance,"Legal & General Life Insurance Review: Underwriting, Cover and Claims",https://compare100.com/legal-general-life-insurance/,trading_since,Trading since,1836,,,,,,own_review,2026-09-03,false,high,current,
